Word,Meaning,Synonyms
decry,,"censure,lambaste,deplore,vilify,execrate,disparage,deprecate,excoriate,asperse,,,,,"
recourse,,"remedy,expedient,refuge,utilize(someone or something),employ(someone or something),,,,,,,,,"
commence,,"initiate,institute,inaugurate,,,,,,,,,,,"
neutralize,,"offset,nullify,negate,annul,equalize,counterweigh,,,,,,,,"
exorcise,,"purify,cleanse,purge,lustrate,,,,,,,,,,"
finicky,,"fastidious,punctilious,awkward,perfectionist,,,,,,,,,,"
assail,,"castigate,chastise,berate,lambaste,plague,beset,besiege,,,,,,,"
contravene,,"breach,infringe,defy,flout,,,,,,,,,,"
reiterate,,"recapitulate,iterate,rehearse,belabour,ingeminate,,,,,,,,,"
poignant,,"piteous,pitiable,wretched,plaintive,,,,,,,,,,"
inundate,,"overwhelm,bog down,besiege,bombard,,,,,,,,,,"
oblivion,,"stupor,stupefaction,coma,amnesia,,,,,,,,,,"
plaintive,,"wistful,doleful,piteous,melancholy,melancholic,wretched,woeful,desolate,forlorn,,,,,"
surmount,,"overcome,conquer,endure,crown,,,,,,,,,,"
escalate,,"spiral,surge,heighten,strengthen,,,,,,,,,,"
denounce,,"censure,castigate,decry,vilify,reprobate,vituperate,expose,betray,,,,,,"
foil,,"thwart,frustrate,balk,impede,snooker,derail,,,,,,,,"
deviate,,"diverge,digress,slew,contravene,,,,,,,,,,"
buoyant,,"blithe,effervescent,jaunty,ebullient,vivacious,optimistic,sanguine,burgeoning(Of economy),mushrooming(Of economy),,,,,"
benevolent,,"benign,altruistic,magnanimous,lavish,bountiful,beneficent,indulgent,bounteous,benignant,,,,,"
intertwine,,"entwine,interweave,interlace,convolute,,,,,,,,,,"
berate,,"reprimand,admonish,chastise,chide,upbraid,castigate,lambaste,criticize,censure,,,,,"
quiescent,,"inert,fallow,stagnant,sluggish,lethargic,torpid,,,,,,,,"
mercurial,,"capricious,temperamental,fickle,protean,mutable,erratic,kaleidoscopic,wavering,wayward,whimsical,,,,"
despotic,,"autocratic,arbitrary,autarchic,monocratic,imperious,,,,,,,,,"
perpetrate,,"execute,accomplish,inflict,effectuate,,,,,,,,,,"
subside,,"abate,soften,alleviate,attenuate,dwindle,wane,ebb,,,,,,,"
condone,,"disregard,connive at,pardon,excuse,,,,,,,,,,"
jeopardize,,"endanger,imperil,menace,prejudice,peril,,,,,,,,,"
disinterested,,"impartial,neutral,non-partisan,clinical,equitable,,,,,,,,,"
buttress,,"strengthen,reinforce,fortify,underpin,cement,,,,,,,,,"
bereft,,"in need of,lacking,without,free from,,,,,,,,,,"
frailty,,"debility,indisposition,susceptibility,impressionability,fallibility,blemish,,,,,,,,"
disentangle,,"extricate,extract,disengage,untwine,,,,,,,,,,"
pomposity,,"grandiosity,pretension,vanity,haughtiness,conceit,egotism,superciliousness,bombast,pedantry,fustian,euphuism,,,"
delineate,,"outline,depict,portray,chart,delimit,,,,,,,,,"
conclusive,,"irrefutable,clinching,unequivocal,,,,,,,,,,,"
vitality,,"animation,vivacity,exuberance,zest,ardour,zeal,,,,,,,,"
steadfast,,"staunch,resolute,stalwart,stout,implacable,inflexible,,,,,,,,"
archetype,,"stereotype,original,embodiment,exemplar,quintessence,paradigm,,,,,,,,"
relent,,"slacken,abate,diminish,moderate,subside,,,,,,,,,"
grievance,,"atrocity,affront,rancour,pique,umbrage,plaint,,,,,,,,"
harangue,,"tirade,diatribe,polemic,berating,censure,admonition,exhortation,,,,,,,"
auspicious,,"propitious,rosy,optimistic,providential,felicitous,,,,,,,,,"
yield,,"capitulate,relent,sanction,warrant,relinquish,bequeath,remit,cede,,,,,,"
appropriate,,"pertinent,apposite,germane,congruous,expedient,felicitous,befitting,appurtenant,,,,,,"
rhetoric,,"oratory,eloquence,bombast,turgidity,grandiloquence,pomposity,hyperbole,verbosity,prolixity,fustian,euphuism,,,"
conspire,,"intrigue,collude,consort,manoeuvre,abet,cabal,,,,,,,,"
whimsical,,"waggish,quaint,eccentric,quirky,idiosyncratic,peculiar,capricious,fickle,erratic,mercurial,mutable,protean,vacillating,wayward"
proxy,,"substitute,surrogate,attorney,ambassador,emissary,procurator,,,,,,,,"
sparse,,"scanty,scant,scarce,sporadic,meagre,limited,,,,,,,,"
adverse,,"unfavourable,inauspicious,pernicious,antagonistic,inimical,,,,,,,,,"
exhort,,"adjure,entreat,implore,beseech,admonish,,,,,,,,,"
poise,,"equilibrium,grace,equanimity,aplomb,sangfroid,serenity,suaveness,urbanity,,,,,,"
adept,,"proficient,virtuoso,adroit,dexterous,deft,artful,,,,,,,,"
tedious,,"monotonous,humdrum,mundane,soporific,monochrome,banal,vapid,insipid,pedestrian,prolix,laborious,ponderous,mechanical,dreich"
articulate,,"loquent,coherent,lucid,vivid,cogent,,,,,,,,,"
suspect,,"doubt,distrust,mistrust,,,,,,,,,,,"
play,,"relax,rest,amusement,pleasure,diversion,distraction,drama,scope,latitude,liberty,,,,"
captious,,"quibbling,cavilling,carping,censorious,pedantic,pettifogging,,,,,,,,"
lugubrious,,"doleful,Eeyorish,melancholy,woeful,forlorn,despondent,sombre,solemn,saturnine,pessimistic,,,,"
transcend,,"excel,trump,eclipse,overshadow,upstage,,,,,,,,,"
fluster,,"unnerve,agitate,disquiet,perturb,disconcert,faze,,,,,,,,"
incidental,,"random,fortuitous,serendipitous,adventitious,coincidental,aleatory,,,,,,,,"
axiomatic,,"unquestionable,undeniable,granted,apodictic,,,,,,,,,,"
macabre,,"morbid,ghastly,horrendous,dreadful,appalling,loathsome,repugnant,,,,,,,"
gullible,,"credulous,exploitable,ingenuous,naive,,,,,,,,,,"
ingrained,,"entrenched,implanted,abiding,inbred,intrinsic,,,,,,,,,"
tacit,,"implicit,implied,inferred,insinuated,unstated,,,,,,,,,"
exorbitant,,"extortionate,preposterous,inordinate,punitive,ruinous,extravagant,,,,,,,,"
serene,,"tranquil,pacific,poised,imperturbable,placid,soothing,,,,,,,,"
treatise,,"disquisition,exposition,dissertation,thesis,critique,tractate,institutes,,,,,,,"
corporeal,,"carnal,corporal,mortal,substantial,tangible,concrete,,,,,,,,"
figurative,,"metaphorical,non-literal,allegorical,emblematic,poetic,ornate,florid,tropical,parabolic,,,,,"
morose,,"sullen,taciturn,saturnine,pessimistic,lugubrious,Eeyorish,melancholy,melancholic,doleful,despondent,churlish,waspish,,"
fickle,,"capricious,mercurial,vacillating,giddy,skittish,erratic,random,mutable,,,,,,"
ramification,,"consequence,aftermath,sequel,implication,outgrowth,spin-off,,,,,,,,"
eclectic,,"encyclopedic,liberal,multifaceted,heterogeneou,discerning,critical,,,,,,,,"
apprehensive,,"anxious,agitated,restless,fidgety,neurotic,trepidatious,,,,,,,,"
idiosyncratic,,"peculiar,eccentric,aberrant,anomalous,quirky,freakish,singular,,,,,,,"
insolent,,"impertinent,impudent,contemptuous,presumptuous,audacious,brazen,pert,,,,,,,"
ardent,,"avid,fervent,fervid,zealous,vehement,assiduous,,,,,,,,"
doctrinaire,,"dogmatic,rigid,adamant,pontifical,authoritarian,prejudiced,fanatical,zealous,,,,,,"
officious,,"bumptious,self-assertive,overzealous,dictatorial,intrusive,meddlesome,pragmatic,,,,,,,"
cease,,"halt,conclude,terminate,abate,,,,,,,,,,"
lavish,,"sumptuous,luxuriant,opulent,ornate,pretentious,,,,,,,,,"
equanimity,,"serenity,placidity,tranquillity,impassivity,equilibrium,poise,aplomb,sangfroid,,,,,,"
supplant,,"supersede,undermine,override,oust,usurp,topple,dethrone,,,,,,,"
lampoon,,"satirize,ridicule,caricature,burlesque,parody,pasquinade,,,,,,,,"
bombastic,,"pompous,blustering,verbose,turgid,lofty,ostentatious,grandiloquent,magniloquent,fustian,,,,,"
lambaste,,"criticize,castigate,chastise,censure,harangue,upbraid,admonish,berate,reprehend,excoriate,objurgate,,,"
undercut,,"undermine,sap,subvert,sabotage,destabilize,demolish,,,,,,,,"
euphemism,,"substitute,underplaying,softening,politeness,,,,,,,,,,"
turpitude,,"wickedness,depravity,vice,degeneracy,baseness,iniquity,,,,,,,,"
peccadillo,,"misdemeanour,delinquency,indiscretion,lapse,infraction,error,,,,,,,,"
antagonistic,,"inimical,averse,belligerent,bellicose,pugnacious,truculent,,,,,,,,"
barren,,"infertile,unfruitful,sterile,arid,desert,desolate,,,,,,,,"
philistine(adj.),,"crass,tasteless,boorish,barbaric,primitive,savage,brutish,coarse,,,,,,"
relegate,,"consign,banish,exile,demote,degrade,disrate,,,,,,,,"
dirge,,"elegy,lament,requiem,keen,,,,,,,,,,"
imperturbable,,"poised,tranquil,serene,placid,nonchalant,,,,,,,,,"
excoriate,,"censure,denounce,lambaste,cavil at,disparage,malign,vilify,pummel,derogate,reprehend,,,,"
crank,,"crosspatch,sourpuss,,,,,,,,,,,,"
swindle,,"exploit,delude,hoax,hoodwink,bamboozle,embezzle,,,,,,,,"
wheedle,,"cajole,inveigle,lure,induce,blarney,entice,beguile,,,,,,,"
sentimental,,"nostalgic,tender,mawkish,,,,,,,,,,,"
miscreant,,"malefactor,sinner,transgressor,outlaw,trespasser,scoundrel,reprobate,,,,,,,"
implacable,,"inexorable,intransigent,adamant,ruthless,remorseless,merciless,pitiless,,,,,,,"
haughty,,"vain,snobbish,pompous,egotistical,supercilious,condescending,lofty,scornful,contemptuous,disdainful,imperious,cavalier,,"
tangible,,"palpable,tactile,corporeal,solid,concrete,,,,,,,,,"
chary,,"wary,circumspect,heedful,guarded,sceptical,dubious,loath,averse,,,,,,"
repugnant,,"abhorrent,loathsome,execrable,abominable,deplorable,noxious,obscene,base,hideous,obnoxious,ghastly,putrid,skanky,scurvy"
xenophobic,,"racist,ethnocentric,prejudiced,intolerant,bigoted,parochial,insular,,,,,,,"
squander,,"misuse,dissipate,lavish,splurge,,,,,,,,,,"
cajole,,"wheedle,coax,manoeuvre,beguile,entice,inveigle,blandish,,,,,,,"
heady,,"exhilarating,stimulating,invigorating,galvanizing,arousing,,,,,,,,,"
exigent,,"acute,clamant,clamorous,arduous,burdensome,,,,,,,,,"
